poet_name,kavita_name,kavita_text,kavita_url
अकबर इलाहाबादी,चर्ख़ से कुछ उम्मीद थी ही नहीं / अकबर इलाहाबादी,चर्ख़ से कुछ उम्मीद थी ही नहींआरज़ू मैं ने कोई की ही नहींमज़हबी बहस मैं ने की ही नहींफ़ालतू अक़्ल मुझ में थी ही नहींचाहता था बहुत सी बातों कोमगर अफ़सोस अब वो जी ही नहींजुरअत-ए-अर्ज़-ए-हाल क्या होतीनज़र-ए-लुत्फ़ उस ने की ही नहींइस मुसीबत में दिल से क्या कहताकोई ऐसी मिसाल थी ही नहींआप क्या जानें क़द्र-ए-'या-अल्लाह'जब मुसीबत कोई पड़ी ही नहींशिर्क छोड़ा तो सब ने छोड़ दियामेरी कोई सोसाइटी ही नहींपूछा ‘अकबर’ है आदमी कैसाहँस के बोले वो आदमी ही नहीं,https://kavitakosh.org/kk/%E0%A4%9A%E0%A4%B0%E0%A5%8D%E0%A4%96%E0%A4%BC_%E0%A4%B8%E0%A5%87_%E0%A4%95%E0%A5%81%E0%A4%9B_%E0%A4%89%E0%A4%AE%E0%A5%8D%E0%A4%AE%E0%A5%80%E0%A4%A6_%E0%A4%A5%E0%A5%80_%E0%A4%B9%E0%A5%80_%E0%A4%A8%E0%A4%B9%E0%A5%80%E0%A4%82_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%87%E0%A4%B2%E0%A4%BE%E0%A4%B9%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर इलाहाबादी,हर क़दम कहता है तू आया है जाने के लिए / अकबर इलाहाबादी,हर क़दम कहता है तू आया है जाने के लिएमंज़िल-ए-हस्ती नहीं है दिल लगाने के लिएक्या मुझे ख़ुश आए ये हैरत-सरा-ए-बे-सबातहोश उड़ने के लिए है जान जाने के लिएदिल ने देखा है बिसात-ए-क़ुव्वत-ए-इदराक कोक्या बढ़े इस बज़्म में आँखें उठाने के लिएख़ूब उम्मीदें बंधीं लेकिन हुईं हिरमाँ नसीबबदलियाँ उट्ठीं मगर बिजली गिराने के लिएसाँस की तरकीब पर मिट्टी को प्यार आ ही गयाख़ुद हुई क़ैद उस को सीने से लगाने के लिएजब कहा मैं ने भुला दो ग़ैर को हँस कर कहायाद फिर मुझ को दिलाना भूल जाने के लिएदीदा-बाज़ी वो कहाँ आँखें रहा करती हैं बंदजान ही बाक़ी नहीं अब दिल लगाने के लिएमुझ को ख़ुश आई है मस्ती शेख़ जी को फ़रबहीमैं हूँ पीने के लिए और वो हैं खाने के लिएअल्लाह अल्लाह के सिवा आख़िर रहा कुछ भी न यादजो किया था याद सब था भूल जाने के लिएसुर कहाँ के साज़ कैसा कैसी बज़्म-ए-सामईनजोश-ए-दिल काफ़ी है अकबर तान उड़ाने के लिए,https://kavitakosh.org/kk/%E0%A4%B9%E0%A4%B0_%E0%A4%95%E0%A4%BC%E0%A4%A6%E0%A4%AE_%E0%A4%95%E0%A4%B9%E0%A4%A4%E0%A4%BE_%E0%A4%B9%E0%A5%88_%E0%A4%A4%E0%A5%82_%E0%A4%86%E0%A4%AF%E0%A4%BE_%E0%A4%B9%E0%A5%88_%E0%A4%9C%E0%A4%BE%E0%A4%A8%E0%A5%87_%E0%A4%95%E0%A5%87_%E0%A4%B2%E0%A4%BF%E0%A4%8F_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%87%E0%A4%B2%E0%A4%BE%E0%A4%B9%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,आँख में आँसू का / अकबर हैदराबादी,आँख में आँसू का और दिल में लहू का काल हैहै तमन्ना का वही जो ज़िंदगी का हाल हैयूँ धुआँ देने लगा है जिस्म ओ जाँ का अलाओजैसे रग रग में रवाँ इक आतिश-ए-सय्याल हैफैलते जाते हैं दाम-ए-नारसी के दाएरेतेरे मेरे दरमियाँ किन हादसों का जाल हैघिर गई है दो ज़मानों की कशाकश में हयातइक तरफ ज़ंजीर-ए-माज़ी एक जानिब हाल हैहिज्र की राहों से 'अकबर' मंज़िल-ए-दीदार तकयूँ है जैसे दरमियाँ इक रौशनी का साल है.,https://kavitakosh.org/kk/%E0%A4%86%E0%A4%81%E0%A4%96_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%86%E0%A4%81%E0%A4%B8%E0%A5%82_%E0%A4%95%E0%A4%BE_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,बदन से रिश्ता-ए-जाँ / अकबर हैदराबादी,बदन से रिश्ता-ए-जाँ मोतबर न था मेरामैं जिस में रहता था शायद वो घर न था मेराक़रीब ही से वो गुज़रा मगर ख़बर न हुईदिल इस तरह तो कभी बे-ख़बर न था मेरामैं मिस्ल-ए-सब्ज़ा-ए-बेगाना जिस चमन में रहावहाँ के गुल न थे मेरे समर न था मेरान रौशनी न हरारत ही दे सका मुझ कोपराई आग में कोई शरर न था मेराज़मीन को रू-कश-ए-अफ़लाक कर दिया जिस नेहुनर था किस का अगर वो हुनर न था मेराकुछ और था मेरी तश्कील ओ इर्तिक़ा का सबबमदार सिर्फ़ हवाओं पे गर न था मेराजो धूप दे गया मुझ को वो मेरा सूरज थाजो छाँव दे न सका वो शजर न था मेरानहीं के मुझ से मेरे दिल ने बे-वफ़ाई कीलहू से रब्त ही कुछ मोतबर न था मेरापहुँच के जो सर-ए-मंज़िल बिछड़ गया मुझ सेवो हम-सफ़र था मगर हम-नज़र न था मेराइक आने वाले का मैं मुंतज़िर तो था 'अकबर'हर आने वाला मगर मुंतज़िर न था मेरा.,https://kavitakosh.org/kk/%E0%A4%AC%E0%A4%A6%E0%A4%A8_%E0%A4%B8%E0%A5%87_%E0%A4%B0%E0%A4%BF%E0%A4%B6%E0%A5%8D%E0%A4%A4%E0%A4%BE-%E0%A4%8F-%E0%A4%9C%E0%A4%BE%E0%A4%81_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,बस इक तसलसुल / अकबर हैदराबादी,बस इक तसलसुल-ए-तकरार-ए-क़ुर्ब-ओ-दूरी थाविसाल ओ हिज्र का हर मरहला उबूरी थामेरी शिकस्त भी थी मेरी ज़ात से मंसूबके मेरी फ़िक्र का हर फ़ैसला शुऊरी थाथी जीती जागती दुनिया मेरी मोहब्बत कीन ख़्वाब का सा वो आलम के ला-शुऊरी थातअल्लुक़ात में ऐसा भी एक मोड़ आयाके क़ुर्बतों पे भी दिल को गुमान-ए-दूरी थारिवायतों से किनारा-कशी भी लाज़िम थीऔर एहतिराम-ए-रिवायात भी ज़रूरी थामशीनी दौर के आज़ार से हुआ साबितके आदमी का मलाल आदमी से दूरी थाखुला है कब कोई जौहर हिजाब में 'अकबर'गुहर के बाब में तर्क-ए-सदफ़ ज़रूरी था.,https://kavitakosh.org/kk/%E0%A4%AC%E0%A4%B8_%E0%A4%87%E0%A4%95_%E0%A4%A4%E0%A4%B8%E0%A4%B2%E0%A4%B8%E0%A5%81%E0%A4%B2_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,दिल दबा जाता है कितना / अकबर हैदराबादी,दिल दबा जाता है कितना आज ग़म के बार सेकैसी तंहाई टपकती है दर ओ दीवार सेमंज़िल-ए-इक़रार अपनी आख़िरी मंज़िल है अबहम के आए हैं गुज़र कर जादा-ए-इंकार सेतर्जुमाँ था अक्स अपने चेहरा-ए-गुम-गश्ता काइक सदा आती रही आईना-ए-असरार सेमाँद पड़ते जा रहे थे ख़्वाब-तस्वीरों के रंगरात उतरती जा रही थी दर्द की दीवार सेमैं भी 'अकबर' कर्ब-आगीं जानता हूँ ज़ीस्त कोमुंसलिक है फ़िक्र मेरी फ़िक्र-ए-शोपनहॉर से.,https://kavitakosh.org/kk/%E0%A4%A6%E0%A4%BF%E0%A4%B2_%E0%A4%A6%E0%A4%AC%E0%A4%BE_%E0%A4%9C%E0%A4%BE%E0%A4%A4%E0%A4%BE_%E0%A4%B9%E0%A5%88_%E0%A4%95%E0%A4%BF%E0%A4%A4%E0%A4%A8%E0%A4%BE_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,दूर तक बस इक धुंदलका / अकबर हैदराबादी,दूर तक बस इक धुंदलका गर्द-ए-तंहाई का थारास्तों को रंज मेरी आबला-पाई का थाफ़स्ल-ए-गुल रुख़्सत हुई तो वहशतें भी मिट गईंहट गया साया जो इक आसेब-ए-सहराई का थातोड़ ही डाला समंदर ने तिलिस्म-ए-ख़ुद-सरीज़ोम क्या क्या साहिलों को अपनी पहनाई का थाऔर मुबहम हो गया पैहम मुलाक़ातों के साथवो जो इक मौहूम सा रिश्ता शनासाई का थाख़ाक बन कर पत्तियाँ मौज-ए-हवा से जा मिलींदेर से 'अकबर' गुलों पर क़र्ज़ पुरवाई का था.,https://kavitakosh.org/kk/%E0%A4%A6%E0%A5%82%E0%A4%B0_%E0%A4%A4%E0%A4%95_%E0%A4%AC%E0%A4%B8_%E0%A4%87%E0%A4%95_%E0%A4%A7%E0%A5%81%E0%A4%82%E0%A4%A6%E0%A4%B2%E0%A4%95%E0%A4%BE_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,फ़ित्ने अजब तरह के / अकबर हैदराबादी,फ़ित्ने अजब तरह के समन-ज़ार से उठेसारे परिंद शाख़-ए-समर-दार से उठेदीवार ने क़ुबूल किया सैल-ए-नूर कोसाए तमाम-तर पस-ए-दीवार से उठेजिन की नुमू में थी न मुआविन हवा कोईऐसे भी गुल ज़मीन-ए-ख़ास-ओ-ख़ार से उठेतस्लीम की सरिश्त बस ईजाब ओ क़ुबूलसारे सवाल जुरअत-ए-इंकार से उठेशहर-ए-तअल्लुक़ात में उडती है जिन से ख़ाकफित्ने वो सब रऊनत-ए-पिंदार से उठेआँखों को देखने का सलीक़ा जब आ गयाकितने नक़ाब चेहरा-ए-असरार से उठेतस्वीर-ए-गर्द बन गया 'अकबर' चमन तमामकैसे ग़ुबार वादी-ए-कोहसार से उठे.,https://kavitakosh.org/kk/%E0%A4%AB%E0%A4%BC%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%A8%E0%A5%87_%E0%A4%85%E0%A4%9C%E0%A4%AC_%E0%A4%A4%E0%A4%B0%E0%A4%B9_%E0%A4%95%E0%A5%87_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,घुटन अज़ाब-ए-बदन की / अकबर हैदराबादी,घुटन अज़ाब-ए-बदन की न मेरी जान में लाबदल के घर मेरा मुझ को मेरे मकान में लामेरी इकाई को इज़हार का वसीला देमेरी नज़र को मेरे दिल को इम्तिहान में लासख़ी है वो तो सख़ावत की लाज रख लेगासवाल अर्ज़-ए-तलब का न दरमियान में लादिल-ए-वजूद को जो चीर कर गुज़र जाएइक ऐसा तीर तू अपनी कड़ी कमान में लाहै वो तो हद्द-ए-गिरफ़्त-ए-ख़याल से भी परेये सोच कर ही ख़याल उस का अपने ध्यान में लाबदन तमाम उसी की सदा से गूँज उठेतलातुम ऐसा कोई आज मेरी जान में लाचराग़-ए-राह-गुज़र लाख ताब-नाक सहीजला के अपना दिया रौशनी मकान में लाब-रंग-ए-ख़्वाब सही सारी काइनात 'अकबर'वजूद-ए-कुल को न अंदेशा-ए-गुमान में ला.,https://kavitakosh.org/kk/%E0%A4%98%E0%A5%81%E0%A4%9F%E0%A4%A8_%E0%A4%85%E0%A4%9C%E0%A4%BC%E0%A4%BE%E0%A4%AC-%E0%A4%8F-%E0%A4%AC%E0%A4%A6%E0%A4%A8_%E0%A4%95%E0%A5%80_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,हाँ यही शहर मेरे ख़्वाबों / अकबर हैदराबादी,हाँ यही शहर मेरे ख़्वाबों का गहवारा थाइन्ही गलियों में कहीं मेरा सनम-ख़ाना थाइसी धरती पे थे आबाद समन-ज़ार मेरेइसी बस्ती में मेरी रूह का सरमाया थाथी यही आब ओ हवा नश-ओ-नुमा की ज़ामिनइसी मिट्टी से मेरे फ़न का ख़मीर उट्ठा थाअब न दीवारों से निस्बत है न बाम ओ दर सेक्या इसी घर से कभी मेरा कोई रिश्ता थाज़ख़्म यादों के सुलगते हैं मेरी आँखों मेंख़्वाब इन आँखों ने क्या जानिए क्या देखा थामेहर-बाँ रात के साए थे मुनव्वर ऐसेअश्क आँखों में लिए दिल ये सरासीमा थाअजनबी लगते थे सब कूचा ओ बाज़ार 'अकबर'ग़ौर से देखा तो वो शहर मेरा अपना था.,https://kavitakosh.org/kk/%E0%A4%B9%E0%A4%BE%E0%A4%81_%E0%A4%AF%E0%A4%B9%E0%A5%80_%E0%A4%B6%E0%A4%B9%E0%A4%B0_%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A5%87_%E0%A4%96%E0%A4%BC%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%AC%E0%A5%8B%E0%A4%82_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,जब सुब्ह की दहलीज़ पे / अकबर हैदराबादी,जब सुब्ह की दहलीज़ पे बाज़ार लगेगाहर मंज़र-ए-शब ख़्वाब की दीवार लगेगापल भर में बिखर जाएँगे यादों के ज़ख़ीरेजब ज़ेहन पे इक संग-ए-गिराँ-बार लगेगागूँधे हैं नई शब ने सितारों के नए हारकब घर मेरा आईना-ए-अनवार लगेगागर सैल-ए-ख़ुराफ़ात में बह जाएँ ये आँखेंहर हर्फ़-ए-यक़ीं कलमा-ए-इंकार लगेगाहालात न बदले तो तमन्ना की ज़मीं परटूटी हुई उम्मीदों का अंबार लगेगाखिलते रहे गर फूल लहू में यूँही 'अकबर'हर फ़स्ल में दिल अपना समन-ज़ार लगेगा.,https://kavitakosh.org/kk/%E0%A4%9C%E0%A4%AC_%E0%A4%B8%E0%A5%81%E0%A4%AC%E0%A5%8D%E0%A4%B9_%E0%A4%95%E0%A5%80_%E0%A4%A6%E0%A4%B9%E0%A4%B2%E0%A5%80%E0%A4%9C%E0%A4%BC_%E0%A4%AA%E0%A5%87_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकबर हैदराबादी,जिन पे अजल तारी थी / अकबर हैदराबादी,जिन पे अजल तारी थी उन को ज़िंदा करता हैसूरज जल कर कितने दिलों को ठंडा करता हैकितने शहर उजड़ जाते हैं कितने जल जाते हैंऔर चुप-चाप ज़माना सब कुछ देखा करता हैमजबूरों की बात अलग है उन पर क्या इल्ज़ामजिस को नहीं कोई मजबूरी वो क्या करता हैहिम्मत वाले पल में बदल देते हैं दुनिया कोसोचने वाला दिल तो बैठा सोचा करता हैजिस बस्ती में नफ़सा-नफ़सी का क़ानून चलेउस बस्ती में कौन किसी की परवा करता हैप्यार भारी आवाज़ की लय में मद्धम लहजे मेंतंहाई में कोई मुझ से बोला करता हैउस इक शम्मा-ए-फ़रोज़ाँ के हैं और भी परवानेचाँद अकेला कब सूरज का हल्क़ा करता हैरूह बरहना नफ़्स बरहना ज़ात बरहना जिस कीजिस्म पे वो क्या क्या पोशाकें पहना करता हैअश्कों के सैलाब-ए-रवाँ को 'अकबर' मत रोकोबह जाए तो बूझ ये दिल का हल्का करता है.,https://kavitakosh.org/kk/%E0%A4%9C%E0%A4%BF%E0%A4%A8_%E0%A4%AA%E0%A5%87_%E0%A4%85%E0%A4%9C%E0%A4%B2_%E0%A4%A4%E0%A4%BE%E0%A4%B0%E0%A5%80_%E0%A4%A5%E0%A5%80_/_%E0%A4%85%E0%A4%95%E0%A4%AC%E0%A4%B0_%E0%A4%B9%E0%A5%88%E0%A4%A6%E0%A4%B0%E0%A4%BE%E0%A4%AC%E0%A4%BE%E0%A4%A6%E0%A5%80
अकरम नक़्क़ाश,ऐ अब्र-ए-इल्तिफ़ात तिरा ए‘तिबार फिर / अकरम नक़्क़ाश,ऐ अब्र-ए-इल्तिफ़ात तिरा ए‘तिबार फिरआँखों में फिर वो प्यास वही इंतिज़ार फिररख्खूँ कहाँ पे पाँव बढ़ाऊँ किधर क़दमरख़्श-ए-ख़याल आज है बे-इख़्तियार फिरदस्त-ए-जुनूँ-ओ-पंजा-ए-वहशत चिहार-सम्तबे-बर्ग-ओ-बार होने लगी है बहार फिरपस्पाइयों ने गाड़ दिए दाँत पुश्त परयूँ दामन-ए-ग़ुरूर हुआ तार तार फिरनिश्तर तिरी ज़बाँ ही नहीं ख़ामशी भी हैकुछ रह-गुज़ार-ए-रब्त हुई ख़ार-ज़ार फिरमुझ में कोई सवाल तिरे मा-सिवा नहींमुझ में यही सवाल हुआ एक बार फिर,https://kavitakosh.org/kk/%E0%A4%90_%E0%A4%85%E0%A4%AC%E0%A5%8D%E0%A4%B0-%E0%A4%8F-%E0%A4%87%E0%A4%B2%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AB%E0%A4%BC%E0%A4%BE%E0%A4%A4_%E0%A4%A4%E0%A4%BF%E0%A4%B0%E0%A4%BE_%E0%A4%8F%E2%80%98%E0%A4%A4%E0%A4%BF%E0%A4%AC%E0%A4%BE%E0%A4%B0_%E0%A4%AB%E0%A4%BF%E0%A4%B0_/_%E0%A4%85%E0%A4%95%E0%A4%B0%E0%A4%AE_%E0%A4%A8%E0%A4%95%E0%A4%BC%E0%A5%8D%E0%A4%95%E0%A4%BC%E0%A4%BE%E0%A4%B6
अकरम नक़्क़ाश,ब-रंग-ए-ख़्वाब मैं बिखरा रहूँगा / अकरम नक़्क़ाश,ब-रंग-ए-ख़्वाब मैं बिखरा रहूँगातिरे इंकार जब चुनता रहूँगाकभी सोचा नहीं था मैं तिरे बिनयूँ ज़ेर-ए-आसमाँ तन्हा रहूँगातु कोई अक्स मुझ में ढूँढना मतमैं शीशा हूँ फ़क़त शीशा रहूँगाताअफ़्फ़ुन-ज़ार होती महफ़िलों मेंख़याल-ए-यार से महका रहूँगाजियूँगा मैं तिरी साँसों में जब तकख़ुद अपनी साँस में ज़िंदा रहूँगागली बाज़ार बढ़ती वहशतों कोमैं तेरे नाम ही लिखता रहूँगा,https://kavitakosh.org/kk/%E0%A4%AC-%E0%A4%B0%E0%A4%82%E0%A4%97-%E0%A4%8F-%E0%A4%96%E0%A4%BC%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%AC_%E0%A4%AE%E0%A5%88%E0%A4%82_%E0%A4%AC%E0%A4%BF%E0%A4%96%E0%A4%B0%E0%A4%BE_%E0%A4%B0%E0%A4%B9%E0%A5%82%E0%A4%81%E0%A4%97%E0%A4%BE_/_%E0%A4%85%E0%A4%95%E0%A4%B0%E0%A4%AE_%E0%A4%A8%E0%A4%95%E0%A4%BC%E0%A5%8D%E0%A4%95%E0%A4%BC%E0%A4%BE%E0%A4%B6
अकरम नक़्क़ाश,हैरत से देखता हुआ चेहरा किया मुझे / अकरम नक़्क़ाश,हैरत से देखता हुआ चेहरा किया मुझेसहरा किया कभी कभी दरिया किया मुझेकुछ तो इनायतें हैं मिरे कारसाज़ कीऔर कुछ मिरे मिज़ाज ने तन्हा किया मुझेपथरा गई है आँख बदन बोलता नहींजाने किस इंतिज़ार ने ऐसा किया मुझेतू तो सज़ा के ख़ौफ़ से आज़ाद था मगरमेरी निगाह से कोई देखा किया मुझेआँखों में रेत फैल गई देखता भी क्यासोचों के इख़्तियार ने क्या क्या किया मुझे,https://kavitakosh.org/kk/%E0%A4%B9%E0%A5%88%E0%A4%B0%E0%A4%A4_%E0%A4%B8%E0%A5%87_%E0%A4%A6%E0%A5%87%E0%A4%96%E0%A4%A4%E0%A4%BE_%E0%A4%B9%E0%A5%81%E0%A4%86_%E0%A4%9A%E0%A5%87%E0%A4%B9%E0%A4%B0%E0%A4%BE_%E0%A4%95%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%AE%E0%A5%81%E0%A4%9D%E0%A5%87_/_%E0%A4%85%E0%A4%95%E0%A4%B0%E0%A4%AE_%E0%A4%A8%E0%A4%95%E0%A4%BC%E0%A5%8D%E0%A4%95%E0%A4%BC%E0%A4%BE%E0%A4%B6
अकरम नक़्क़ाश,कुछ फ़ासला नहीं है अदू और शिकस्त में / अकरम नक़्क़ाश,कुछ फ़ासला नहीं है अदू और शिकस्त मेंलेकिन कोई सुराग़ नहीं है गिरफ़्त मेंकुछ दख़्ल इख़्तियार को हो बूद-ओ-हस्त मेंसर कर लूँ ये जहान-ए-आलम एक जस्त मेंअब वादी-ए-बदन में कोई बोलता नहींसुनता हूँ आप अपनी सदा बाज़-गश्त मेंरूख़ है मिरे सफ़र का अलग तेरी सम्त औरइक सू-ए-मुर्ग़-ज़ार चले एक दश्त मेंकिस शाह का गुज़र है कि मफ़्लूज जिस्म-ओ-जाँजी जान से जुटे हुए हैं बंद-ओ-बस्त मेंये पूछ आ के कौन नसीबों जिया है दिलमत देख ये कि कौन सितारा है बख़्त मेंकिस सोज़ की कसक है निगाहों के आस-पासकिस ख़्वाब की शिकस्त उमड आई है तश्त में,https://kavitakosh.org/kk/%E0%A4%95%E0%A5%81%E0%A4%9B_%E0%A4%AB%E0%A4%BC%E0%A4%BE%E0%A4%B8%E0%A4%B2%E0%A4%BE_%E0%A4%A8%E0%A4%B9%E0%A5%80%E0%A4%82_%E0%A4%B9%E0%A5%88_%E0%A4%85%E0%A4%A6%E0%A5%82_%E0%A4%94%E0%A4%B0_%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A4%B8%E0%A5%8D%E0%A4%A4_%E0%A4%AE%E0%A5%87%E0%A4%82_/_%E0%A4%85%E0%A4%95%E0%A4%B0%E0%A4%AE_%E0%A4%A8%E0%A4%95%E0%A4%BC%E0%A5%8D%E0%A4%95%E0%A4%BC%E0%A4%BE%E0%A4%B6
अकरम नक़्क़ाश,टूटी हुई शबीह की तस्ख़ीर क्या करें / अकरम नक़्क़ाश,टूटी हुई शबीह की तस्ख़ीर क्या करेंबुझते हुए ख़याल को ज़ंजीर क्या करेंअंधा सफ़र है ज़ीस्त किस छोड़ दें कहाँउलझा हुआ सा ख़्वाब है ताबीर क्या करेंसीने में जज़्ब कितने समुंदर हुए मगरआँखों पे इख़्तिसार की तदबीर क्या करेंबस ये हुआ कि रास्ता चुप-चाप कट गयाइतनी सी वारदात की तश्हीर क्या करेंसाअत कोई गुज़ार भी लें जी तो लें कभीकुछ ओर अपने बाब में तहरीर क्या करें,https://kavitakosh.org/kk/%E0%A4%9F%E0%A5%82%E0%A4%9F%E0%A5%80_%E0%A4%B9%E0%A5%81%E0%A4%88_%E0%A4%B6%E0%A4%AC%E0%A5%80%E0%A4%B9_%E0%A4%95%E0%A5%80_%E0%A4%A4%E0%A4%B8%E0%A5%8D%E0%A4%96%E0%A4%BC%E0%A5%80%E0%A4%B0_%E0%A4%95%E0%A5%8D%E0%A4%AF%E0%A4%BE_%E0%A4%95%E0%A4%B0%E0%A5%87%E0%A4%82_/_%E0%A4%85%E0%A4%95%E0%A4%B0%E0%A4%AE_%E0%A4%A8%E0%A4%95%E0%A4%BC%E0%A5%8D%E0%A4%95%E0%A4%BC%E0%A4%BE%E0%A4%B6
अकील नोमानी,उत्तर प्रदेश,,https://kavitakosh.org/kk/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6
अकील नोमानी,रह़गुजर,"अकील नोमानी
रह़गुजर
महाजे़-जंग पर अक्सर बहुत कुछ खोना पड़ता है / अकील नोमानी
हर शाम सँवरने का मज़ा अपनी जगह है / अकील नोमानी
जो कहता था हमारा सरफिरा दिल, हम भी कहते थे / अकील नोमानी
एहसास में शिद्दत है वही, कम नहीं होती / अकील नोमानी",https://kavitakosh.org/kk/%E0%A4%B0%E0%A4%B9%E0%A4%BC%E0%A4%97%E0%A5%81%E0%A4%9C%E0%A4%B0_/_%E0%A4%85%E0%A4%95%E0%A5%80%E0%A4%B2_%E0%A4%A8%E0%A5%8B%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A5%80
अकील नोमानी,रह़गुजर / अकील नोमानी,"अकील नोमानी
रह़गुजर
महाजे़-जंग पर अक्सर बहुत कुछ खोना पड़ता है / अकील नोमानी
हर शाम सँवरने का मज़ा अपनी जगह है / अकील नोमानी
जो कहता था हमारा सरफिरा दिल, हम भी कहते थे / अकील नोमानी
एहसास में शिद्दत है वही, कम नहीं होती / अकील नोमानी",https://kavitakosh.org/kk/%E0%A4%B0%E0%A4%B9%E0%A4%BC%E0%A4%97%E0%A5%81%E0%A4%9C%E0%A4%B0_/_%E0%A4%85%E0%A4%95%E0%A5%80%E0%A4%B2_%E0%A4%A8%E0%A5%8B%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A5%80
अकील नोमानी,महाजे़-जंग पर अक्सर बहुत कुछ खोना पड़ता है / अकील नोमानी,महाजे़-जंग पर अक्सर बहुत कुछ खोना पड़ता हैकिसी पत्थर से टकराने को पत्थर होना पड़ता हैअभी तक नींद से पूरी तरह रिश्ता नहीं टूटाअभी आँखों को कुछ ख़्वाबों की खातिर सोना पड़ता हैमैं जिन लोगों को खुद से मुख्तलिफ महसूस करता हूँमुझे अक्सर उन्हीं लोगों में शामिल होना पड़ता है,https://kavitakosh.org/kk/%E0%A4%AE%E0%A4%B9%E0%A4%BE%E0%A4%9C%E0%A5%87%E0%A4%BC-%E0%A4%9C%E0%A4%82%E0%A4%97_%E0%A4%AA%E0%A4%B0_%E0%A4%85%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A4%B0_%E0%A4%AC%E0%A4%B9%E0%A5%81%E0%A4%A4_%E0%A4%95%E0%A5%81%E0%A4%9B_%E0%A4%96%E0%A5%8B%E0%A4%A8%E0%A4%BE_%E0%A4%AA%E0%A4%A1%E0%A4%BC%E0%A4%A4%E0%A4%BE_%E0%A4%B9%E0%A5%88_/_%E0%A4%85%E0%A4%95%E0%A5%80%E0%A4%B2_%E0%A4%A8%E0%A5%8B%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A5%80
