Author,Doha,Charan_1_Matras,Charan_2_Matras,Charan_3_Matras,Charan_4_Matras,Total_Matras,Is_Valid_48
रसलीन,सकुचत चंपा गात लखि संपा नहिं ठहराय। | याको तन कंपा भयों झंपा गगन बनाय ॥,25,24,0,0,49,No
रसलीन,तरुनि बरन सर करन को जग में कवन उदोत। | सुबरन जाके अंग ढिग राखत कुबरन होत ॥,24,24,0,0,48,Yes
रसलीन,देह दीपति छांब गेह की किहिं बिधि बरनी जाय। | जा लखि चपला गगन ते छिति फरकत निज आय ॥,27,24,0,0,51,No
रसलीन,क्यों वा तन सुकुमार तनि देख न पैयन नीठि। | दीठि परत यों तरफरति मानो लागी दीठि ॥,24,24,0,0,48,Yes
रसलीन,लगत बात ताको कहा जाकौ सूछम गात। | नेक स्वास के लगत ही पास नहीं ठहरात ॥,24,24,0,0,48,Yes
रसलीन,नैन रंग ते सुख लहत नासा बास तरंग। | सोनो और सुगन्ध है बाल सलोनो अंगो ॥,24,25,0,0,49,No
रसलीन,इत उत जानन देत छिन फाँसि लेत निज पास। | मीन नासिका जगत की बंसी है तुव बास ॥,24,24,0,0,48,Yes
रसलीन,उठि जोबन में तुव कुचन मो मन मार्यो धाय। | एक पंथ दुई ठगन ते कैसे कै बचि जाय ॥,24,25,0,0,49,No
रसलीन,कठिन उठाये सीस इन उरजन जोबन साथ। | हाथ लगाये सबन को लगे न काहू हाथ ॥,24,24,0,0,48,Yes
रसलीन,निरखि निरखि वा कुचत गति चकित होत को नाहिं। | नारी उर ते निकरि कै पैठत नर उर माँहिं ॥,25,25,0,0,50,No
रसलीन,गोरे उरजन स्यामता दृगन लगत यहि रूप। | मानों कंचन घट धरे मरकत कलस अनूप ॥,24,24,0,0,48,Yes
रसलीन,रोमावलि कुच स्यामता लखि मन लहयो विचार। | समर भूप उर सीस पर धरी फरी समरार ॥,25,24,0,0,49,No
रसलीन,कनक बरन तुव कुचन की अरुन अगर के संग। | धरत कंचुकी स्वेत में बने फूल को रंग ॥,24,24,0,0,48,Yes
रसलीन,नील कंचुकी में लसत यों तिय कुच की छांह। | मानों केसर रँग भरे मरकत सीसी मांह ॥,24,24,0,0,48,Yes
रसलीन,बिधु बदनी तुव कुचन की पाय कनक सी जोति। | रंगी सुरंगी कंचुकी नारंगी सी होति ॥,24,25,0,0,49,No
रसलीन,हरित चिकन की कंचुकी पाय कुचन के थान। | हरत हराई तें हियो बूढ़न लूटत प्रान ॥,24,24,0,0,48,Yes
रसलीन,पीतांगी पर यों रही बिन्दी कनक सुहाय। | मानों कंचन कलस पै लैसिम किन्हों लाय ॥,24,24,0,0,48,Yes
रसलीन,जाली अंगिया बीच यों चमक कुचन की होति। | झझरी कै तुम्बन लसै ज्यों दीपक की जोति ॥,25,24,0,0,49,No
रसलीन,रोमावलि रसलीन वा उदर लसति इहिं भाँति। | सुधा कुंभ कुच हित चली मनो पिपिलिका पांति ॥,25,24,0,0,49,No
रसलीन,अमल उदर वा सुधर पै रोमावलि को पेख। | प्रकट देखियत स्याम की आवागवन की रेख ॥,24,25,0,0,49,No
रसलीन,मो मन मंजन को गयो उदर रूप सर धाय। | परयो सुत्रिबली झँवर ते नाभि भँवर मैं जाय ॥,24,26,0,0,50,No
रसलीन,एक बली के जोर ते जग मो बास न होय। | तुव त्रिवली के जोर तें कैसे बचिहैं कोय ॥,24,24,0,0,48,Yes
रसलीन,उदर बीच मन जाय के बूड्यों नाभी माँहि। | कूप सरोवर के परे कोऊ निकसत नाहिं ॥,24,25,0,0,49,No
रसलीन,मधुप मनोरथ नाभि तर निकट जात थहराय। | याते चंपकली भली अली हिये ठहराय ॥,24,24,0,0,48,Yes
रसलीन,सोहत नीबी नाभि पर उपमा कहै न कौन। | मनो अतनु सिर पुहुप धरि बैठै अपने भौंन ॥,24,24,0,0,48,Yes
रसलीन,निरखत नीबी पीत को पल न रहते हैं चैन। | नाभी सरसिज कोस के भौंर भए हैं नैन ॥,25,24,0,0,49,No
रसलीन,उदर सुधा सर चंद पैं लसत कमल की भाँति। | ता पीछे किंकिनि परी कनक भँवर की पाँति ॥,24,24,0,0,48,Yes
रसलीन,इक तरू दुइ दल होत हैं यह अचिरज की बात। | दुइ तरु कदली जंघ में पीठ एक ही पात ॥,25,24,0,0,49,No
रसलीन,जोरि रूप सुबरन रची विधि रुचि पचि तुव पीठ। | कीन्हीं रखवारी तहाँ व्याली बेनी दीठ ॥,24,24,0,0,48,Yes
रसलीन,नहीं पनारी पीठ तुब कीन्हें दीठ बिचार। | धसकि गई यह भार ते बेनी के सुकुमार ॥,24,24,0,0,48,Yes
रसलीन,सुनियन कटि सूच्छम निपट निकट न देखत नैन। | देह भए यों जानिये ज्यो रसना में बैन ॥,24,24,0,0,48,Yes
रसलीन,सूच्छम कटि वा बाल की कहौं कवन परकार। | जाके ओर चितौत ही परत दृगन में बार ॥,24,24,0,0,48,Yes
रसलीन,सुबरन सुवृत नितंब जुग यौं सोहत अभिराम। | मनु रति रन जीते घरे उलटि नगारे काम ॥,24,24,0,0,48,Yes
रसलीन,बा नितंब जुग जंघ के उपमा को यह सार। | मानों कनक तमूर दोउ उलटि धरे करतार ॥,24,25,0,0,49,No
रसलीन,सीस जटा धरि मौन गहिं खड़े रहे इक पाय। | थे तो तप केदली तऊ लहै न जंघ सुभाय ॥,25,25,0,0,50,No
रसलीन,गौरे ढोरे जंघ तुव बोरे सुबरन माँह। | कोरि निहोरे नाह पै गए निहोरे नाँह ॥,24,24,0,0,48,Yes
रसलीन,प्यारे उरु तकि तक दिपति अंबर मे न समाय। | दीप सिखा फानुस लों न्यारे झलकत आय ॥,24,23,0,0,47,No
रसलीन,तुव पद समतन पदुम को कह्यो कवन विधि जाय। | जिन राख्यो निज सीस पर तुव पद को पद लाय ॥,25,24,0,0,49,No
रसलीन,लिखन चहौं मसि बोरि जब अरुनाई तुव पाय। | तब लेखनि के सीस के ईगुर रंग ह्वैं जाय ॥,24,25,0,0,49,No
रसलीन,जो हरि जग मोहित करीं सो हरि परे बेहाल। | कोहर सी एड़ीन सो को हरि लियो न बाल ॥,25,24,0,0,49,No
रसलीन,तुब पगतल मृदुता चितै कवि बरनत सकुचाहिं। | मन में आवत जीभ लौं मन छाले परिजाहिं ॥,25,25,0,0,50,No
रसलीन,रद कीनों तुव जुगल पद सब मद जीवन मूरि। | दसम दसा दस दिसन की करि इस अंगुरिन दूरि ॥,24,25,0,0,49,No
रसलीन,दुति वा उदित नखन की भनै कवन कवि ईस। | पाय परत छिति जाहि के भयो चंद पायसीस ॥,23,25,0,0,48,Yes
रसलीन,मन भावक जावक सखिन सौतिन पावक ज्वाल। | सीस नवावक लाल को तुव पद जावक बाल ॥,24,24,0,0,48,Yes
रसलीन,गुँजरी चूरा कनक तुव ऐसी बनी सुहाय। | मनु ससि रवि निज रंग कर ल्याए पूजन पाय ॥,24,24,0,0,48,Yes
रसलीन,अम्बुज पद भूपर धरत नूपुर नहिं बांजत। | साधुन के मन भौर ह्वै बाँचत रच्छा जंत ॥,24,24,0,0,48,Yes
रसलीन,पायन पायल के परत झुनकायल सुनि कान। | माथल करि घायल करत मुरछायल ज्यों तान ॥,24,24,0,0,48,Yes
रसलीन,सुबरन अनवट चरन को बरन करत यह मूल। | नवल कमल पर विमल मनु सोहत गेंदाफूल ॥,24,24,0,0,48,Yes
रसलीन,ओट करन हित जात हैं केहूँ इनके चोट। | विधि याही विधि ते धरयों इनके नाम अनोट ॥,24,25,0,0,49,No
रसलीन,कलस सात बिछियान के विधि अति सुबुध बनाय। | सप्तदीप राजान के मुकुट धरे तुव पाय ॥,24,24,0,0,48,Yes
रसलीन,तुव गति लखि गज खेह सिर डारै कौन लोभाइ। | जा सीखत ही हंस के लोहू उतरत पाइ ॥,25,24,0,0,49,No
रसलीन,नवला अमला कमल सी चपला सी चल चारू। | चंद्रकला सी सीतकर कमला सी सुकुमारु ॥,25,24,0,0,49,No
रसलीन,मुख ससी निरखि चकोर अरु तन पानिप लखि मीन। | पद पंकज देखत भँवर होत नयन रसलीन ॥,25,24,0,0,49,No
रसलीन,हाव भाव प्रति अंग लखि छबि की झलकन संग। | भूलत ग्यान तरंग सब ज्यों कुरछाल कुरंग ॥,24,24,0,0,48,Yes
रसलीन,लाल पीत सित स्याम पट जो पहिरत दिनरात। | ललित गात छवि छायके नैनन में चुभि जात ॥,24,24,0,0,48,Yes
रसलीन,ब्रजवानी सीखन रची यह रसलीन रसाल। | गुन सुबरन नग अरथ लहि हिय धरियो ज्यों माल ॥,24,24,0,0,48,Yes
रसलीन,अंग अंग को रूप सब यामें परत लखाय। | नाम अंग दरपन धरयों याही गुन ते ल्याय ॥,24,25,0,0,49,No
रसलीन,सत्रह सौ चौरनबे सम्वत में अभिराम। | यह सिख नख पूरन कियों ले श्री प्रभु को नाम ॥,23,24,0,0,47,No
रसलीन,॥इति श्री सुकवि सिरमौर रसलीन बिलगिरामी विरचित अंगदर्पण समाप्त ॥,39,0,0,0,39,No
रसलीन,पाटी दुति जुत भाल पर राजि रही यहि साज। | असित छत्र तमराज जनु धर्यो सीस द्विजराज ॥,24,25,0,0,49,No
रसलीन,वा रसाल को लाल किन देखत होंहि निहाल। | जाहि भाल तकि बाल सब कूटति हैं निज भाल ॥,24,24,0,0,48,Yes
रसलीन,जोरि सकत रसलीन निहिं भाल साथ को हाथ। | चंद कलंकी करि दयो बिधि सोहाग जिहिं माथ ॥,25,26,0,0,51,No
रसलीन,ढुरे मांग ते भाल लौं लरके मुकुत निहारि। | सुधा बुंद मनु बाल ससि पूरत तम हिय फारि ॥,24,24,0,0,48,Yes
रसलीन,वारन निकट ललाट यों सोहत टीका साथ। | राहु अहत... मनु चन्द में राख्यों सुरपति हाथ ॥,24,24,0,0,48,Yes
रसलीन,लाल सुबेंदुली भाल तकि जग जानी यह रीति। | तेरे सीस प्रतीति कै बसी मीत की प्रीति ॥,25,24,0,0,49,No
रसलीन,सोहन बेंदी पीत यों तिय लिलार अभिराम। | मनु सुर-गुरु को जानि के ससि दीनों सिर ठाम ॥,24,24,0,0,48,Yes
रसलीन,यहि बिधि गोरे भाल पै बेंदी सेत लखाय। | मनो अदेवन हित अभी लेत सुक्र ससि आय ॥,24,24,0,0,48,Yes
रसलीन,दई न बाल लिलार पै बेंदी स्याम सुघारि। | माँग स्यामता उरग लौं बैठ्यो कुण्डल मारि ॥,24,24,0,0,48,Yes
रसलीन,तुव लिलार इन आड़ किय निज गुन बिदित निदान। | अड़ि राखत है आड़ ह्वै आड़ आड़ जग प्रान ॥,24,24,0,0,48,Yes
रसलीन,सूघी पटिया माँग बिनु माथे केसर खौर। | नेह कियो मनु मेघ तजि तड़ित चंद सों दौर ॥,24,24,0,0,48,Yes
रसलीन,नारी केसर खौर यह प्यारी माथे मांह। | झाँकी दरपन भाल मधि सीस किनारी छांइ ॥,24,24,0,0,48,Yes
रसलीन,सीप स्रवन या रमनि की कैसे होय समान। | जा प्रसंग तजि मुकुत गन यामैं बसैं निदान ॥,24,24,0,0,48,Yes
रसलीन,मुकुत भए घर खोइ कै बैठेकृकानन आय...। | अब घर खोवत कौन के कीजे आन उपाय ॥,25,24,0,0,49,No
रसलीन,जटित तरौना स्रवन मैं यहि बिधि करत बिलास। | पिता तरनि कीनो मनो पुत्र करन घर बास ॥,24,24,0,0,48,Yes
रसलीन,ठग तस्कर स्रुति सेइ के लहत साधु परमान। | ये खुटिला स्रुति सेइ के खुटिला रहे निदान ॥,24,24,0,0,48,Yes
रसलीन,करनफूल दुति धरन बिबि करन लसत इहि भाय। | मनों बदन ससि के उदै नखत दुहूँ दिसि आय ॥,24,24,0,0,48,Yes
रसलीन,नाप नाप चुपचाप ह्वै अतनु छाप धनु आप। | आय गह्यो भव चाप अब परयो जगत के पाप ॥,24,26,0,0,50,No
रसलीन,तजि सिंहासन राज अरु डासन रंक विसेखि। | छुटे आसन कौन को भौंह सरासन देखि ॥,24,23,0,0,47,No
रसलीन,ऐंठे ही उतरत धनुष यह अचरज... की बान। | ज्यौं ज्यौं ऐठाति भौं धनुष त्यों त्यों चढ़ति निदान ॥,24,25,0,0,49,No
रसलीन,यों तारे तिय दृगन के सोहत पलकन साथ। | मनो मदन हिय सीस बिधु धरे लाज के हाथ ॥,24,24,0,0,48,Yes
रसलीन,कारे अनियारे खरे कटकारे के भाव। | झपकारे बरुनी झप झपकारे घाव ॥,24,21,0,0,45,No
रसलीन,अमी हलाहल मद भरे सेत स्याम रतनार। | जियत मरत झुकि झुकि परत जिहि चितवत इकबार ॥,24,24,0,0,48,Yes
रसलीन,कारे कजरारे अमल पानिप ढारे पैन। | मतवारे प्यारे चपल तुव ढुरवारे नैन ॥,24,24,0,0,48,Yes
रसलीन,तुरँग दीठि आगे धर्यो बरुनी दल के साथ। | तेरे चख मख के जगत कियो चहत है हाथ ॥,25,24,0,0,49,No
रसलीन,तन सुबरन के कसत यों लसत पूतरी स्याम। | मनौ नगीना फटिक मैं जरी कसौटी काम ॥,24,24,0,0,48,Yes
रसलीन,जो ‘रसलीन’ तियान में रहे बीचित्र कहाय। | ते पाहन पुतरी भये लखि तुव पुतरी भाय ॥,25,24,0,0,49,No
रसलीन,कोयन सर जिनके करे सो इन राखे ठौर। | कोयन लीयन ना हनों कोयन लोयन जोर ॥,24,24,0,0,48,Yes
रसलीन,रे मन रीति विचित्र यह तिय नैनन के चेत। | विष काजर निज खाय के जिय औरन के लेत ॥,24,24,0,0,48,Yes
रसलीन,दृग दारा लखि ज्यों लह्यो दीपक जातक भाय। | जग के घातक पाय के लागत पातक धाय ॥,25,24,0,0,49,No
रसलीन,तिय काजर कोरें बढ़ी पूरन किय कवि पच्छ। | लखियत खंजन पच्छ की पुच्छ अलच्छ प्रतचछ ॥,24,24,0,0,48,Yes
रसलीन,अंजन गुन दोरत नहीं लोयन लाल तरंग। | कोरन पगि डोरन लगत तुव पोरन को रंग ॥,24,24,0,0,48,Yes
रसलीन,"राते डोरन ते लसत चख चंचल इहि भाय। | मनु बिबि पूना अरुन में, खंजन बांध्यों आय ॥",24,13,11,0,48,Yes
रसलीन,गहि दृग मीन प्रवीन को चितवनि बंसी चारु। | भवसागर में करति है नागर नरनु सिकारु ॥,24,24,0,0,48,Yes
रसलीन,औचक ही मों तन चितै दीठि खीच जब लीन। | विधन निसारन बान लों दोऊ बिधि दुख दीन ॥,24,24,0,0,48,Yes
रसलीन,बान बेधि सब बधे को खोज करति है धाय। | अद्भुत बान कटाक्ष जिहिं बिच्यो लगे संग जाय ॥,24,27,0,0,51,No
रसलीन,"तिरछी चितवन ते चखन, चितवन किनों दोय। | लागत तिरछी तेग जब कटत बेग नहिं होय ॥",13,10,25,0,48,Yes
रसलीन,"मुकुर विमलता, चन्द दुति, कंज मृदुलता पाय। | जनम लेइ जो मंजु ते लहे कपोल सुभाय ॥",8,5,11,24,48,Yes
रसलीन,आयो समता बोल कहि लहि कपोल सुकुमार। | मुकुट परयोता ते परयो मुकुर बदन में छार ॥,24,26,0,0,50,No
रसलीन,"अमल कपोलन स्वेद कन, दृगन लगत इहि रूप। | मानो कंचन कंबु में मोती जड़े अनूप ॥",13,11,24,0,48,Yes
रसलीन,जाल घुँघट अरु दंड भुव नैनन मुलह बनाय। | खैचति खग जग दृग तिया तिल दीनों दिखराय ॥,24,24,0,0,48,Yes
रसलीन,सब जगु पेरत तिलन को को न थके इहि हेरि। | तुव कपोल के एक तिल डार्यो सब जग पेरि ॥,24,24,0,0,48,Yes
रसलीन,"बांध्यों अलकन प्रान तुव, बांधन कचन बनाय। | छोटन को अपराध यह, पर्यो बड़न पहँ जाय ॥",13,11,13,12,49,No
रसलीन,"बिबि कपोल की लटक तिय, अद्भुत गति यह कीन। | ऐंचा खैंची डारि कै, दोऊ बिधि जीय लीन ॥",13,11,13,12,49,No
रसलीन,"नासा कंचन तरु भए मरकत पत्र पुनीत। | पलक फूल दृगफल भए, सुरतरु कामद मीत ॥",24,13,11,0,48,Yes
रसलीन,"छाकि छाकि तुव नाक सों यो पूछत सब गांव। | किते निवासिन नासिके, लह्यों नासिका नाब ॥",24,13,12,0,49,No
रसलीन,"नासा अतन तुनीर की, तीर नहीं दरसाय। | बेधउ पर के सरन को सर लों बेधत जाय ॥",13,11,24,0,48,Yes
रसलीन,नथ मुकुतन में लालरी तकि जग लह्यों प्रकास। | मुकुतन के संग नाक में रागी हिय को बास ॥,25,25,0,0,50,No
रसलीन,"नत्थ मुकुत अरु लालरी सतगुन रजगुन रंग। | प्रकट कहां ते करत यह, सकल तमोगुन ढंग ॥",24,13,11,0,48,Yes
रसलीन,"ठग लटकन नथ फांस लै, पाय नासिका साथ। | मारि मरोर्यो जगत इन नट नट डोलें हाथ ॥",13,11,24,0,48,Yes
रसलीन,"ललित पनारी कलित यों, लसत अधर सुकुमार। | मनु ईवी भासत परयो चिन्ह आंगुरी भार ॥",13,11,25,0,49,No
रसलीन,लिखन चहत रसलीन जब तुव अधरन की बात। | लेखनि की बिबि जीभ बंधि मधुराई ते जात ॥,24,25,0,0,49,No
रसलीन,जो भा अधरन तरुनि के सोभा धरत न कोय। | याही विधि इनके परयों नाम अधर विधि जोय ॥,24,25,0,0,49,No
रसलीन,"तेरस दुतियाँ दूहुन मिलि एक रूप निज ठानि। | भोर सांझ गहि अरुनई, भए अधर तुव आनि ॥",25,13,11,0,49,No
रसलीन,"लाल बाल के अधर ढिग, लाल बात जनि चाल। | लाल बात सुनि सु्रति मुकुत करत बात में लाल ॥",13,11,25,0,49,No
रसलीन,तरुनी अधरन अरुन पर यों रंग चढ़त तमोल। | ज्यों रंग जेठी कुसुम को रातत लाल निचोल ॥,25,25,0,0,50,No
रसलीन,चीन्हों रंग तमोल को दीन्हों अधरन बाल। | कीन्हीं विद्रुम सुरँग पै मानो मीनो लाल ॥,24,24,0,0,48,Yes
रसलीन,"लाल चलत जिहिं ठौर वा बाल दसन की बात। | स्रवन सुनत ही सीप लों, मुकुतन तें भरि जात ॥",25,13,11,0,49,No
रसलीन,"मोल लेन जो जगत जिय, विधि जौहरी प्रवीन। | राखे विदु्रम के डबा ले द्विज मुकुत नवीन ॥",13,11,24,0,48,Yes
रसलीन,"दसन झलक मैं अरुनता, लख आवत मन माह। | परी दरन पर आय कै, अधर रंग की छांह ॥",13,11,13,11,48,Yes
रसलीन,अरुन दसन तुव बदन लहि को नहिं लह्यो प्रकास। | मंगलसुत आये पढ़न बिद्या बानी पास ॥,26,24,0,0,50,No
रसलीन,स्याम दसन अधरान मधि सोहति है इहि भांति। | कमल बीच बैठी मनो अलि छवनन की पाँति ॥,24,24,0,0,48,Yes
रसलीन,"अधरन बसि मुसुकानि तुव, तजि परकीर्ति निदान। | ज्यों कृपान अमृत धरे तऊ मारिहै प्रान ॥",13,11,23,0,47,No
रसलीन,बिजुरि बीज रदनन में अमी बदन में आनि। | याही तें दामिनि भई कामिनि की मुसुकानि ॥,23,24,0,0,47,No
रसलीन,सुदँती के मुसकात यों अधरन आभा होति। | मानहु मानिक पै परा आइ दामिनी जोति ॥,24,24,0,0,48,Yes
रसलीन,ललन कपट सौतिन गरब हास कियो सब नास। | चंद्रहास सम भासई चंद्रमुखी को हास ॥,24,24,0,0,48,Yes
रसलीन,दंतकथा वा हसन की अवर कहो नहि जात। | फूलझरी सी छुटत जब हँसि हँसि बोलति बात ॥,24,24,0,0,48,Yes
रसलीन,नाव सप्तसुर सिंधु की बचन मुक्ति की सीप। | कै रसना सब रसन की पोथी गिरा समीप ॥,24,24,0,0,48,Yes
रसलीन,अद्भुत रानी परत तुव मधुबानी स्रुति माँहि। | सब ग्यानी ठवरे रहै पानी माँगत नाँहि ॥,24,24,0,0,48,Yes
रसलीन,अगर अतर के नगर में कहूँ रही नहिं चाह। | बगर बगर सब डगर में तुव मुख बास प्रवाह ॥,25,24,0,0,49,No
रसलीन,नथ मुकुतन के झलक में मो मन लह्यो प्रकास। | करत नाकबासी मुकुत आसु तिया मुख बास ॥,25,24,0,0,49,No
रसलीन,"आए ठोढ़ी सर करन बवरे अम्ब निदान। | कोई जर कोइर भए, कोइ सुख पाक पिरान ॥",24,13,12,0,49,No
रसलीन,"मन पारा दृग कूप तें उफन बाल मुख छाहि। | परयो चिबुक के गाड़ में, कबहूँ निबरत नाहिं ॥",24,14,12,0,50,No
रसलीन,अंध भवन जल में धसें जे हरि केलि निधान। | तीय चिबुक तिलफे परें लागे चुबकी खान ॥,24,24,0,0,48,Yes
रसलीन,होम कुंड तुव नाभि पर धूम रोम की रेख। | ताहि कालिमा देखि के चिबुक माह तिल भेख ॥,24,24,0,0,48,Yes
रसलीन,नैन छके अति ही लखे तिय तुव बदन उदोत। | याके दीपत दीप ही फूंक मुकुर मुख होत ॥,24,24,0,0,48,Yes
रसलीन,"कवन जोति नैनन लगे वा सुन्दरि मुख तूल। | या दीपत में होत है, चन्द चांदनी फूल ॥",24,13,11,0,48,Yes
रसलीन,"नहिं मृगंक भू अंक यह नहिं कलंक रजनीस। | तुव मुख लखि हारी कियों, घसि घसि कारी सीस ॥",26,13,11,0,50,No
रसलीन,"चन्द नहीं यह बाल मुख, सोभा देखन काज। | बारी कारी रैन मों महताबी द्विजराज ॥",13,11,24,0,48,Yes
रसलीन,इहिं बिधि गोरे बदन पर लसत डोरिया सेत। | ज्यौं लहरीलों सरद घन ससि पर सोभा देत ॥,25,24,0,0,49,No
रसलीन,रंग लहरिया चीर में गोरे मुख को देख। | मानों कला असेष ससि बैठो है परवेख ॥,24,24,0,0,48,Yes
रसलीन,सुकिनारी सारी चितै सबन बिचारी बात। | गात रूप पर बाल के जातरूप बलि जात ॥,24,24,0,0,48,Yes
रसलीन,जब धरती ख कपोत सब नटे देखि ग्रिव भेख। | तब उन पापिन कंठ बिधि दियो पाप की रेख ॥,24,24,0,0,48,Yes
रसलीन,दर्पन से वा कण्ठ सम कंचन दुति कित होत। | दुलरी जाके लगत ही जगत चौलरी होत ॥,24,24,0,0,48,Yes
रसलीन,जब मोहे तिहुलोक सब तिहूँ ग्राम लै ठीक। | तब दीने तुव कंठ बिधि ये त्रय मोहन लीक ॥,24,24,0,0,48,Yes
रसलीन,कंबु कंठपर धरत यों कनक चोलरी जोति। | चतुर भाल जनु दीप की डगमग डगमग होति ॥,24,24,0,0,48,Yes
रसलीन,चंपकला मोतिन जड़ित तरे ढरे बहुगूद। | सहस किरन रवि ते मनो चुवन सुधा की बूंद ॥,24,24,0,0,48,Yes
रसलीन,लाल चुनी में हरित नग यांे उरबसी सोहाय। | मानों चंद्रबधून में इंद्रपुत्र दरसाय ॥,25,24,0,0,49,No
रसलीन,अदभुत मय सब जगत यह अदभुत जुगति निहार। | हार बाल गर परत ही परयो लाल गर हार ॥,24,25,0,0,49,No
रसलीन,हार सितासिन नगन के लखि मन पायो ऐन। | परयो मैन के चैन ते गरे इन्द्र के नैन ॥,24,25,0,0,49,No
रसलीन,सो पावै या जगत मों सरस नेह को भाय। | जो तन मन तें तिलन लौं बालन हाथ बिकाय ॥,24,24,0,0,48,Yes
